"lname","fname","party","state","seat","district","ico.status","cand.gender","recipient.cfscore.dyn","contributor.cfscore","num.givers.total","total.receipts","prim.vote.pct","pwinner","gen.vote.pct","gwinner"
"matory","liz","200","MD","federal:house","MD07","C","F",1.227,0.664,72,"13107.54 USD",0.142,"L",NA,NA
"hill","terri","100","MD","federal:house","MD07","C","F",-0.884,-0.763,1435,"98808.93 USD",NA,NA,NA,NA
"ivey","amber","328","MD","federal:house","MD07","C","F",-1.412,NA,33,"47638.01 USD",NA,NA,NA,NA
"grant","leslie","100","MD","federal:house","MD07","C","F",-1.058,-0.879,6,"18740.54 USD",NA,NA,NA,NA
"bennett","adrienne","200","ME","federal:house","ME02","C","F",1.248,1.332,829,"227047.1 USD",0.3219,"L",NA,NA
"kelly","timothy","200","MI","federal:house","MI05","C","M",1.572,1.208,626,"72426.67 USD",0.7926,"W",41.76,"L"
"detmer","mike","200","MI","federal:house","MI08","C","M",1.891,1.797,169,"40564.55 USD",0.286,"L",NA,NA
"junge","paul","200","MI","federal:house","MI08","C","M",1.4,1.459,9481,"2112467.47 USD",0.3511,"W",47.28,"L"
"mcclain","lisa","200","MI","federal:house","MI10","O","F",0.819,1.202,7202,"2485337.08 USD",0.4167,"W",66.28,"W"
"hernandez","shane","200","MI","state:lower","MI10","","M",1.069,1.177,942,"609399.54 USD",NA,NA,NA,NA
"singh","bisham","200","MI","federal:house","MI10","O","U",0.954,1.074,22,"102418.5 USD",NA,NA,NA,NA
"lemmo","alfred","200","MI","federal:house","MI13","C","M",1.529,1.608,43,"670608.35 USD",0.1792,"L",NA,NA
"patrick","robert","200","MI","federal:house","MI14","C","M",1.394,1.474,16,"39670.45 USD",0.6542,"W",18.31,"L"
"kistner","tyler","200","MN","federal:house","MN02","C","M",1.412,1.484,9134,"3053799.7 USD",1,"W",45.92,"L"
"barr","regina","200","MN","federal:house","MN02","C","F",1.374,1.282,214,"59697.54 USD",NA,NA,NA,NA
"cashin","erika","200","MN","federal:house","MN02","C","F",1.336,1.427,66,"66290.9 USD",NA,NA,NA,NA
"al aqidi","dalia","200","MN","federal:house","MN05","C","F",1.384,NA,9835,"184492.63 USD",0.0474,"L",NA,NA
"nystrom","quinn","100","MN","federal:house","MN08","C","M",-1.004,-1.003,8527,"1560763.97 USD",1,"W",37.55,"L"
"simmons","lindsey","100","MO","federal:house","MO04","C","F",-0.958,-0.933,320,"401749.9 USD",1,"W",29.66,"L"
"oglesby","dennis","100","MO","federal:house","MO03","C","M",-1.088,-0.966,152,"17053.05 USD",0.3315,"L",NA,NA
"barham","jerry","200","MO","federal:house","MO05","C","M",NA,1.521,6,"197815.22 USD",0.3165,"L",NA,NA
"eliason","antonia","100","MS","federal:house","MS01","C","F",-1.126,-0.987,131,"22530.86 USD",1,"W",31.25,"L"
"terrell","andrew","100","NC","federal:house","NC02","O","M",-0.983,-0.976,65,"34330 USD",NA,NA,NA,NA
"deming","robert","200","MS","federal:house","MS04","C","M",1.211,1.297,32,"116320 USD",0.141,"L",NA,NA
"tulp","austin","200","MS","federal:house","MS03","C","M",1.05,1.126,22,"25455.05 USD",0.1017,"L",NA,NA
"swain","alan","200","NC","federal:house","NC02","O","M",1.398,1.415,124,"119670.7 USD",1,"W",34.83,"L"
"foxx","rhonda","100","NC","federal:house","NC06","O","F",-0.782,NA,434,"180880.16 USD",0.1992,"L",NA,NA
"timmons goodson","patricia","100","NC","federal:house","NC08","C","F",-1.038,-1.045,42484,"3934273.49 USD",1,"W",46.72,"L"
"davis","morris","100","NC","federal:house","NC11","O","M",-1.034,-1.017,18459,"2279697.25 USD",0.4733,"W",42.34,"L"
"patterson","vance","200","NC","federal:house","NC11","O","M",1.817,1.46,16,"146100 USD",0.0247,"L",NA,NA
"bennett","lynda","200","NC","federal:house","NC11","O","F",1.431,1.523,290,"521373.59 USD",0.2272,"L",NA,NA
"king","joseph","200","NC","federal:house","NC11","O","M",1.291,NA,59,"59140.55 USD",0.0868,"L",NA,NA
"raknerud","zachary","100","ND","federal:house","ND01","C","M",-1.005,-1.021,257,"28328.42 USD",0.6203,"W",27.57,"L"
"harrison","gladys","100","NE","federal:house","NE02","C","F",-0.956,-0.949,215,"34276.27 USD",0.0665,"L",NA,NA
"mayberry","matt","200","NH","federal:house","NH01","C","M",1.043,1.132,229,"197506.78 USD",0.2655,"L",NA,NA
"bennett","ashley","100","NJ","federal:house","NJ02","C","F",-1.027,-0.915,63,"9309 USD",NA,NA,NA,NA
"harrison","brigid","100","NJ","federal:house","NJ02","C","F",-0.805,-0.665,1564,"450486.01 USD",0.2225,"L",NA,NA
"novak","john","200","NJ","federal:house","NJ03","C","M",0.405,NA,43,"60380 USD",NA,NA,NA,NA
"gibbs","kate","200","NJ","federal:house","NJ03","C","F",0.719,0.767,383,"303870 USD",0.3886,"L",NA,NA
"keady","james","100","NJ","federal:house","NJ04","C","M",-1.105,-1.032,2040,"24280.8 USD",NA,NA,NA,NA
"al khatahtbeh","amani","100","NJ","federal:house","NJ06","C","F",-0.854,NA,154,"0 USD",0.0383,"L",NA,NA
"vander dussen","jared","200","NM","federal:house","NM01","C","M",1.064,1.14,153,"189935 USD",0.4015,"L",NA,NA
"larios elias","citlaly","200","NV","federal:house","NV01","C","F",0.557,NA,7,"5130 USD",0.2018,"L",NA,NA
"fleming","bridget","100","NY","federal:house","NY01","C","F",-0.84,-0.748,5514,"892366.76 USD",0.275,"L",NA,NA
"lipetri","mike","200","NY","federal:house","NY02","O","M",0.96,1.017,1197,"235568.04 USD",0.3573,"L",NA,NA
"raiser","steve","200","NY","federal:house","NY04","C","M",1.164,1.136,17,"37265 USD",NA,NA,NA,NA
"grosz","cindy","200","NY","federal:house","NY04","C","F",0.822,0.934,56,"15594.96 USD",0.2782,"L",NA,NA
"tuman","douglas","200","NY","federal:house","NY04","C","M",0.616,0.787,184,"136166.18 USD",0.7065,"W",39.21,"L"
"prince","paperboy","100","NY","federal:house","NY07","C","U",-1.176,NA,252,"7247.17 USD",0.1985,"L",NA,NA
"wyman","robert","100","NY","federal:house","NY10","C","M",-1.088,-1.004,4,"6572.9 USD",NA,NA,NA,NA
"gwinn","lovelynn","200","NY","federal:house","NY13","C","U",1.383,1.408,57,"41348.2 USD",1,"W",7.76,"L"
"newsome","chivona","100","NY","federal:house","NY15","O","F",-0.883,-0.883,245,"38594.45 USD",0.023,"L",NA,NA
"caruso cabrera","michelle","100","NY","federal:house","NY14","C","F",1.036,1.108,6522,"3552126.78 USD",0.1812,"L",NA,NA
"fink","chris","100","NY","federal:house","NY16","C","M",0.245,0.183,213,"254784 USD",0.0182,"L",NA,NA
"buchwald","david","100","NY","federal:house","NY17","O","M",-0.815,-0.823,1509,"1069648.18 USD",0.0847,"L",NA,NA
"fine","allison","100","NY","federal:house","NY17","O","F",-0.887,-0.913,987,"369865.9 USD",0.0202,"L",NA,NA
"parker","catherine","100","NY","federal:house","NY17","O","F",-0.662,-0.622,645,"131046.98 USD",0.0195,"L",NA,NA
"farkas","evelyn","100","NY","federal:house","NY17","O","F",-0.754,-0.899,4095,"1545466.76 USD",0.155,"L",NA,NA
"seney","michael","200","NY","federal:house","NY20","C","M",1.252,1.335,9,"41823.4 USD",NA,NA,NA,NA
"mcardle schulman","maureen","200","NY","federal:house","NY17","O","F",1.06,1.46,61,"54731.96 USD",0.7624,"W",35.24,"L"
"castle","jaime","100","OH","federal:house","OH02","C","U",-0.965,-0.919,1787,"292439.94 USD",1,"W",38.91,"L"
"carrigan","michael","100","OH","federal:house","OH05","C","M",-1.107,NA,52,"6279.71 USD",0.2252,"L",NA,NA
"tims","desiree","100","OH","federal:house","OH10","C","F",-0.997,-0.958,10712,"2069987.75 USD",0.7005,"W",41.64,"L"
"gore","laverne","200","OH","federal:house","OH11","C","F",1.315,1.266,132,"164412.46 USD",0.4731,"W",19.95,"L"
"santos","robert","200","OH","federal:house","OH13","C","M",1.65,1.73,14,"5450 USD",0.1143,"L",NA,NA
"newby","joel","100","OH","federal:house","OH15","C","M",-0.987,-0.991,500,"56016.96 USD",0.6565,"W",36.57,"L"
"landon","sheldon","200","OK","federal:house","OK05","C","M",1.296,NA,13,"11535.23 USD",0.0134,"L",NA,NA
"barresi","janet","200","OK","federal:house","OK05","C","F",1.397,1.16,936,"632956.65 USD",0.0999,"L",NA,NA
"bentz","cliff","200","OR","federal:house","OR02","O","M",1.059,0.945,2281,"1452634.25 USD",0.3135,"W",59.86,"W"
"crumpacker","jimmy","200","OR","federal:house","OR02","O","M",0.773,0.858,513,"998842.48 USD",0.1799,"L",NA,NA
"hecker","frank","200","OR","federal:house","OR03","C","M",1.698,1.733,7,"14000 USD",0.1233,"L",NA,NA
"harbour","joanna","200","OR","federal:house","OR03","C","F",1.579,1.289,57,"17681 USD",0.6279,"W",23.5,"L"
"barnette","kathy","200","PA","federal:house","PA04","C","F",1.423,1.515,19263,"1033900.56 USD",0.9998,"W",40.43,"L"
"jordan","robert","200","PA","federal:house","PA05","C","M",1.232,1.314,5,"25210.44 USD",0.3823,"L",NA,NA
"marsicano","michael","200","PA","federal:house","PA08","C","M",-0.126,0.043,58,"352257.8 USD",0.1293,"L",NA,NA
"cammisa","mike","200","PA","federal:house","PA08","C","M",0.507,0.781,14,"12066.7 USD",0.0239,"L",NA,NA
"hammond","sarah","100","PA","federal:house","PA11","C","F",-1.081,-1.051,347,"28733.44 USD",0.7233,"W",36.84,"L"
"daigle","paul","100","PA","federal:house","PA11","C","M",-1.145,-1.086,53,"12852.26 USD",0.2767,"L",NA,NA
"gnibus","kristy","100","PA","federal:house","PA16","C","F",-0.987,-0.987,3576,"593634.9 USD",0.9929,"W",40.62,"L"
"negron","luke","200","PA","federal:house","PA18","C","M",1.447,1.539,77,"64885.2 USD",0.9749,"W",30.69,"L"
"albors","juan","328","PR","federal:house","PR01","C","M",-1.216,-1.107,8,"80746.92 USD",NA,NA,NA,NA
"lancia","bob","200","RI","federal:house","RI02","C","M",0.968,1.372,284,"56749.2 USD",0.7345,"W",41.54,"L"
"welch","mark","100","SC","federal:house","SC03","C","M",-1.087,-1.083,18,"7713.94 USD",0.4265,"L",NA,NA
"brown","mauricus","100","SC","federal:house","SC05","C","M",-0.732,NA,2086,"487658.58 USD",0.6791,"W",39.86,"L"
"walsingham","blair","100","TN","federal:house","TN01","O","M",-1.03,-0.95,1440,"185084.45 USD",0.5274,"W",22.47,"L"
"clark","john","200","TN","federal:house","TN01","O","M",0.984,1.056,160,"949544.6 USD",0.0936,"L",NA,NA
"gapp","joshua","200","TN","federal:house","TN01","O","M",2.111,2.131,7,"1123643.6 USD",0.1419,"L",NA,NA
"harshbarger","diana","200","TN","federal:house","TN01","O","F",1.18,1.403,9952,"2128671.5 USD",0.1917,"W",74.71,"W"
"hawk","david","200","TN","federal:house","TN01","O","M",0.867,1.24,47,"55349.99 USD",0.05,"L",NA,NA
"bautista jones","justin","100","TN","federal:house","TN05","C","M",-1.152,NA,303,"27974.74 USD",NA,NA,NA,NA
"scheirman","elliott","328","TX","federal:house","TX02","C","M",0.877,NA,16,"15374.09 USD",0.001,"W",1.59,"L"
"olsen","travis","100","TX","federal:house","TX02","C","M",-0.701,-0.695,139,"44619.08 USD",0.2133,"L",NA,NA
"ross","jason","200","TX","federal:house","TX04","C","M",1.219,1.302,161,"105312.08 USD",0.2345,"L",NA,NA
"ransom","travis","200","TX","federal:house","TX04","C","M",1.07,NA,78,"56340 USD",0.1103,"L",NA,NA
"salter","carolyn","100","TX","federal:house","TX05","C","F",-0.779,-0.879,526,"318997.93 USD",1,"W",35.93,"L"
"hill","donald","200","TX","federal:house","TX05","C","M",1.609,NA,27,"46685.74 USD",0.1657,"L",NA,NA
"batch","brandon","200","TX","federal:house","TX11","O","M",1.421,1.549,161,"235492.6 USD",0.151,"L",NA,NA
"martinez","julian","200","TX","federal:house","TX09","C","M",1.402,1.418,9,"18160 USD",0.1727,"L",NA,NA
"osborn","kirk","200","TX","federal:house","TX08","C","M",1.77,1.874,25,"51233.39 USD",0.1619,"L",NA,NA
"faircloth","james","200","TX","federal:house","TX11","O","M",1.442,1.346,51,"130494.53 USD",0.0396,"L",NA,NA
"snider","vance","200","TX","federal:house","TX13","O","M",-0.412,-0.394,21,"45386.88 USD",0.0349,"L",NA,NA
"ekstrom","chris","200","TX","federal:house","TX13","O","M",1.442,1.534,182,"1320433.99 USD",0.1532,"L",NA,NA
"resendiz","asusena","200","TX","federal:house","TX13","O","F",0.565,NA,19,"68686 USD",0.0081,"L",NA,NA
"fisher","eddie","100","TX","federal:house","TX14","C","M",-1.535,-1.488,7,"3966.05 USD",0.1174,"L",NA,NA
"harvey","erwin","200","TX","federal:house","TX13","O","M",1.229,1.312,45,"131485.22 USD",0.0382,"L",NA,NA
"trout","blanca","200","TX","federal:house","TX16","C","F",1.63,NA,6,"6913.46 USD",0.1019,"L",NA,NA
"sutton","trent","200","TX","federal:house","TX17","O","M",1.495,1.593,44,"110964 USD",0.0533,"L",NA,NA
"jaramillo","david","100","TX","federal:house","TX17","O","M",-0.789,-0.785,31,"21246.05 USD",0.35,"L",NA,NA
"bland","scott","200","TX","federal:house","TX17","O","M",1.237,1.319,172,"181705.7 USD",0.072,"L",NA,NA
"kent","charles","200","TX","federal:house","TX17","O","M",1.94,2.046,16,"40360 USD",0.0345,"L",NA,NA
"swann","renee","200","TX","federal:house","TX17","O","F",1.356,1.456,353,"1082996 USD",0.1904,"L",NA,NA
"miller","diana","200","TX","federal:house","TX22","O","F",2.275,2.235,4,"20774.1 USD",0.0105,"L",NA,NA
"chevalier","keli","200","TX","federal:house","TX22","O","F",1.557,1.652,12,"25055.95 USD",NA,NA,NA,NA
"mathews","daniel","200","TX","federal:house","TX22","O","M",2.137,2,4,"17075 USD",0.0296,"L",NA,NA
"nehls","troy","200","TX","federal:house","TX22","O","M",1.343,1.347,3516,"1818077.11 USD",0.4045,"W",51.53,"W"
"camarillo","jonathan","200","TX","federal:house","TX22","O","M",1.931,2.026,10,"123036.07 USD",0.0098,"L",NA,NA
"mcfarlin","jeff","200","TX","federal:house","TX23","O","M",1.428,1.521,66,"93360.78 USD",0.1035,"L",NA,NA
"dela fuente","ricardo","100","TX","federal:house","TX27","C","M",0.249,0.07,16,"1262407.84 USD",0.6145,"W",34.94,"L"
"cleveland","shenita","100","TX","federal:house","TX30","C","F",-1.041,-0.788,144,"18564.04 USD",0.1364,"L",NA,NA
"grimes","michael","100","TX","federal:house","TX31","C","M",-0.547,-0.68,27,"18600 USD",0.1084,"L",NA,NA
"moutos","nick","200","TX","federal:house","TX35","C","M",1.644,1.745,8,"43288.75 USD",0.2859,"L",NA,NA
"hollis","jon","200","TX","federal:house","TX32","C","M",1.479,1.574,64,"163542.77 USD",0.0449,"L",NA,NA
"shepherd","mark","200","UT","federal:house","UT01","O","M",0.834,0.898,145,"58613.24 USD",NA,"L",NA,NA
"parry","darren","100","UT","federal:house","UT01","O","M",-0.762,-0.762,258,"44801.24 USD",0.5093,"W",30.43,"L"
"gibson","kerry","200","UT","federal:house","UT01","O","U",1.123,1.2,171,"260505.99 USD",0.2364,"L",NA,NA
"jarvis","joseph","328","UT","federal:house","UT02","C","M",0.1,0.122,22,"28589 USD",NA,NA,NA,NA
"jolin","ashley","100","UT","federal:house","UT02","C","F",-0.987,-0.992,44,"10396.42 USD",NA,NA,NA,NA
"owens","burgess","200","UT","federal:house","UT04","C","M",1.473,NA,29995,"5149325.14 USD",0.00435152922957801,"W",47.7,"W"
"beckstrand","daniel","100","UT","federal:house","UT04","C","M",-1.19,NA,36,"8363.61 USD",NA,"L",NA,NA
"loyola","benito","200","VA","federal:house","VA02","C","M",1.21,1.244,388,"256328.05 USD",0.2935,"L",NA,NA
"benjamin","leon","200","VA","federal:house","VA04","C","M",1.412,1.486,1401,"546613.56 USD",1,"W",38.23,"L"
"good","robert","200","VA","federal:house","VA05","C","M",1.446,1.541,2419,"1379028.99 USD",1,"W",52.44,"W"
"russo","claire","100","VA","federal:house","VA05","C","F",-0.816,NA,1636,"729948.46 USD",0.1819,"L",NA,NA
"freitas","nick","200","VA","federal:house","VA07","C","M",1.451,NA,7503,"3670266.03 USD",1,"W",49,"L"
"jordan","jeff","200","VA","federal:house","VA08","C","M",1.534,1.609,267,"103259.95 USD",1,"W",23.98,"L"
"andrews","aliscia","200","VA","federal:house","VA10","C","F",1.493,NA,5480,"1574329.92 USD",1,"W",43.37,"L"
"truong","matthew","200","VA","federal:house","VA10","C","M",1.553,1.57,128,"121406.09 USD",NA,"L",NA,NA
"parson","rebecca","100","WA","federal:house","WA06","C","F",-1.115,-1.103,4270,"313328.47 USD",0.1348,"L",NA,NA
"wilson","dave","100","WA","federal:house","WA05","C","M",-1.05,-0.633,290,"112782.51 USD",0.2427,"L",38.51,"L"
"strickland","marilyn","100","WA","federal:house","WA10","O","F",-0.799,-0.792,5782,"1834687.52 USD",0.2035,"W",49.33,"W"
"ingrim","rian","200","WA","federal:house","WA10","O","M",1.637,1.642,9,"9005 USD",0.1137,"L",NA,NA
"gardner","phil","100","WA","federal:house","WA10","O","M",-0.926,-0.926,631,"203814.27 USD",0.0234,"L",NA,NA
"lemay","eric","100","WA","federal:house","WA10","C","M",0.576,NA,10,"11903.5 USD",0.0136,"L",NA,NA
"maynard","jackson","200","WA","federal:house","WA10","O","M",1.034,1.268,114,"68702.77 USD",0.082,"L",NA,NA
"polack","roger","100","WI","federal:house","WI01","C","M",-0.99,-0.993,2880,"547347.46 USD",0.5808,"W",40.61,"L"
"garske","john","200","WI","federal:house","WI03","C","M",1.477,1.571,30,"121475.79 USD",NA,NA,NA,NA
"king","jessica","100","WI","federal:house","WI06","C","F",-1.139,-0.933,11485,"295057.07 USD",0.7589,"W",40.72,"L"
"opela","michael","200","WI","federal:house","WI07","C","M",1.312,NA,5,"6971 USD",NA,NA,NA,NA
"washburn","amy","100","WI","federal:house","WI06","C","F",-1.092,-1.097,456,"15484.06 USD",NA,NA,NA,NA
"zunker","tricia","100","WI","federal:house","WI07","C","F",-1.033,NA,3810,"1276509.66 USD",0.999,"W",39.21,"L"
"beach","carl","100","WY","federal:house","WY01","C","M",-1.109,NA,55,"8591.85 USD",0.1742,"L",NA,NA
"hahn","matthew","200","WV","federal:house","WV02","C","M",-1.415,-1.305,21,"17795 USD",0.2827,"L",NA,NA
"wallack","howard","200","UT","federal:house","UT01","O","M",0.383,0.557,149,"113442.39 USD",NA,"L",NA,NA
"davis","bruce","100","NC","federal:house","NC06","O","M",-0.128,-0.074,392,"55393.57 USD",0.1503,"L",NA,NA
"quinn","christine","200","FL","federal:house","FL14","C","F",1.378,1.489,95,"242249.39 USD",0.6449,"W",39.74,"L"
"mckinley","douglas","100","WA","federal:house","WA04","C","M",-1.103,-0.882,293,"61816.45 USD",0.2625,"L",33.63,"L"
"cunningham","william","100","NJ","federal:house","NJ02","C","M",-0.944,NA,1387,"184857.96 USD",0.1279,"L",NA,NA
"montoya","harry","200","NM","federal:house","NM03","O","M",-0.358,0.194,582,"22620.08 USD",0.3542,"L",NA,NA
"blankenship","don","328","00","federal:president","PRES","C","M",1.172,1.114,7,"83880.2 USD",NA,NA,NA,NA
"theron","daniel","200","WI","federal:house","WI02","C","M",1.594,1.383,128,"47898.2 USD",0.9973,"W",30.25,"L"
"bloomberg","michael","100","00","federal:president","PRES","C","M",-0.873,-0.472,128,"1124592944.73 USD",NA,NA,NA,NA
"matern","matthew","200","00","federal:president","PRES","C","M",-0.994,-0.944,34,"1027067.96 USD",NA,NA,NA,NA
"tanniru","joseph","328","00","federal:president","PRES","C","M",-0.995,NA,21,"25816.42 USD",NA,NA,NA,NA
"gray","jim","328","00","federal:president","PRES","C","M",1.198,NA,3,"6146 USD",NA,NA,NA,NA
"whitfield","daniel","328","AR","federal:senate","ARS20","C","M",-0.989,-1.102,390,"71805.93 USD",NA,NA,NA,NA
"johnson shealey","tamara","100","GA","federal:senate","GAS20","C","F",-1.295,-1.325,122,"60708.99 USD",NA,NA,NA,NA
"demartino","james","200","DE","federal:senate","DES20","C","M",1.572,1.602,127,"55943.47 USD",0.4311,"L",NA,NA
"scarane","jessica","100","DE","federal:senate","DES20","C","F",-1.142,-0.99,4138,"384242.82 USD",0.2715,"L",NA,NA
"loeffler","kelly","200","GA","federal:senate","GAS20","I","F",1.56,1.352,418037,"92213280.74 USD",NA,NA,NA,NA
"johnson","arthur","200","GA","federal:senate","GAS20","C","M",1.549,1.439,137,"152275 USD",NA,NA,NA,NA
"winfield","richard","100","GA","federal:senate","GAS20","C","M",-1.074,-1.061,531,"61019.99 USD",NA,NA,NA,NA
"collins","douglas","200","GA","federal:senate","GAS20","C","M",1.322,1.393,13162,"7331207.13 USD",NA,NA,NA,NA
"tarver","edward","100","GA","federal:senate","GAS20","C","M",-0.815,-0.47,988,"285832.19 USD",NA,NA,NA,NA
"grayson","derrick","200","GA","federal:senate","GAS20","C","M",1.475,1.567,32,"18060.84 USD",NA,NA,NA,NA
"stovall","valencia","328","GA","federal:senate","GAS20","C","F",0.691,0.151,14,"23107.37 USD",NA,NA,NA,NA
"jordan","paulette","100","ID","federal:senate","IDS20","C","F",-1.056,NA,7093,"1124856.87 USD",0.857,"W",33.25,"L"
"matlock","brian","200","KS","federal:senate","KSS20","O","M",0.411,0.256,14,"21738.08 USD",0.017,"L",NA,NA
"malouf","daniel","328","IL","federal:senate","ILS20","C","M",1.157,1.245,9,"25071.98 USD",0.001,"W",1.27,"L"
"booker","charles","100","KY","federal:senate","KYS20","C","M",-1.086,-1.067,139853,"0 USD",0.4262,"L",NA,NA
"pierce","antoine","100","LA","federal:senate","LAS20","C","M",-1.023,-0.571,1012,"100626.6 USD",NA,"L",2.69,"L"
"oconnor","kevin","200","MA","federal:senate","MAS20","C","M",0.894,NA,1849,"947013.91 USD",0.5971,"W",33.04,"L"
"neumann","cora","100","MT","federal:senate","MTS20","C","F",-0.96,-0.942,7052,"644229.48 USD",NA,NA,NA,NA
"shelton","alisha","100","NE","federal:senate","NES20","C","F",-0.993,-1.03,2597,"54275.36 USD",0.2275,"L",NA,NA
"hamm","lawrence","100","NJ","federal:senate","NJS20","C","M",-1.082,-1.068,683,"100795.97 USD",0.1241,"L",NA,NA
"sanchez","louie","200","NM","federal:senate","NMS20","O","M",1.368,1.461,81,"162470.6 USD",NA,NA,NA,NA
"broyles","abby","100","OK","federal:senate","OKS20","C","F",-0.832,-0.799,11007,"2089401.41 USD",0.6045,"W",32.75,"L"
"ahlers","dan","100","SD","federal:senate","SDS20","C","M",-0.994,-0.897,1158,"273832.8 USD",1,"W",34.26,"L"
"waters","allen","200","RI","federal:senate","RIS20","C","M",1.258,1.323,286,"29725.75 USD",1,"W",33.35,"L"
